"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2"
"4666",NA,24,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,1,3,1,4.091,NA,NA,5,NA,"Middle Class","Working Class","Inflator",NA
"4667","NDP",28,"Low-skilled manual","Unskilled workers","Own","Middle Class","1984",6,0,0,2,1,1.063,NA,NA,2,"NDP","Middle Class","Working Class","Inflator",NA
"4668","NDP",36,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,2,1,0.524,0.67,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4669","Liberal",24,NA,NA,"Rent",NA,"1984",6,0,0,2,0,0.861,NA,NA,1,"Liberal",NA,NA,NA,NA
"4670","Liberal",32,NA,NA,"Own","Working Class","1984",6,0,0,1,0,1.888,1,NA,1,"Liberal","Working Class",NA,NA,NA
"4671","Conservative",34,NA,NA,"Rent","Middle Class","1984",6,0,0,1,0,0.944,0.5,NA,1,"Conservative","Middle Class",NA,NA,NA
"4672","NDP",40,"Low-skilled service","Unskilled workers","Own","Lower Class","1984",6,0,0,1,0,0.566,NA,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4673","Conservative",29,NA,NA,"Own","Working Class","1984",6,0,0,2,0,0.944,0.5,NA,3,"Conservative","Working Class",NA,NA,NA
"4674",NA,63,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,1,0,1.204,NA,NA,1,NA,"Middle Class","Working Class","Inflator",NA
"4675",NA,62,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,1.204,NA,NA,2,NA,"Middle Class",NA,NA,NA
"4676","Liberal",65,NA,NA,"Own","Middle Class","1984",6,0,0,NA,0,0.744,1,NA,1,"Liberal","Middle Class",NA,NA,NA
"4677","Conservative",61,"Socio-cultural professionals","Higher-grade service","Own","Working Class","1984",6,0,1,NA,0,1.488,NA,NA,5,"Conservative","Working Class","Upper Class","Deflator","Higher-grade service"
"4678",NA,56,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,NA,0,1.488,NA,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4679","Conservative",62,"Technicians","Lower-grade service","Own","Middle Class","1984",6,0,0,NA,1,0.976,1,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4680",NA,21,"Unskilled clerks","Unskilled workers","Rent","Working Class","1984",6,0,0,NA,0,1.714,0.5,NA,2,NA,"Working Class","Working Class","Concordant",NA
"4681","Conservative",30,NA,NA,"Own","Lower Class","1984",6,0,0,1,0,0.472,1,NA,2,"Conservative","Working Class",NA,NA,NA
"4682",NA,32,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,1,1,1.907,0.5,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4683","Liberal",27,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,2,0,0.472,NA,NA,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"4684","Conservative",27,NA,NA,"Own",NA,"1984",6,0,0,2,0,0.944,NA,NA,1,"Conservative",NA,NA,NA,NA
"4685",NA,29,NA,NA,"Own","Working Class","1984",6,0,0,3,0,0.944,NA,NA,2,NA,"Working Class",NA,NA,NA
"4686",NA,40,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,0,3,0,1.697,NA,NA,1,NA,"Middle Class","Middle Class","Concordant",NA
"4687","NDP",37,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,1,2,1,0.524,0,NA,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4688","Liberal",36,"Skilled manual","Skilled workers","Own",NA,"1984",6,0,0,2,1,1.048,NA,NA,1,"Liberal",NA,"Working Class",NA,NA
"4689","Liberal",21,NA,NA,"Rent","Middle Class","1984",6,0,0,2,0,0.861,NA,NA,2,"Liberal","Middle Class",NA,NA,NA
"4690","Conservative",38,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,3,1,1.048,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4691","NDP",34,NA,NA,"Own","Working Class","1984",6,0,0,2,0,0.944,NA,NA,1,"NDP","Working Class",NA,NA,NA
"4692","NDP",32,"Low-skilled manual","Unskilled workers","Own","Middle Class","1984",6,0,0,2,1,1.907,0.5,NA,1,"NDP","Middle Class","Working Class","Inflator",NA
"4693","Conservative",41,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","1984",6,0,1,3,0,1.131,NA,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4694","NDP",72,"Low-skilled manual","Unskilled workers","Own","Lower Class","1984",6,0,0,1,1,1.049,NA,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4695","Liberal",41,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,1.131,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4696","Conservative",27,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.907,0.5,NA,4,"Conservative","Working Class","Working Class","Concordant",NA
"4697","Conservative",40,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,1.131,0.33,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4698",NA,24,"Low-skilled manual","Unskilled workers","Rent","Working Class","1984",6,0,0,1,1,3.3,NA,NA,2,NA,"Working Class","Working Class","Concordant",NA
"4699","Conservative",57,"Technicians","Lower-grade service","Own","Working Class","1984",6,0,0,3,1,2.098,0.5,NA,3,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4700","Conservative",34,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,0.944,NA,NA,2,"Conservative","Middle Class",NA,NA,NA
"4701","Conservative",20,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,0,3,1,3.3,0.83,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4702","Conservative",40,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,1.048,0.33,NA,5,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4703","NDP",29,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.907,NA,NA,3,"NDP","Middle Class","Middle Class","Concordant",NA
"4704","Conservative",39,"Skilled service","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.686,0.33,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4705","Conservative",48,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.408,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4706","Liberal",85,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,1,1,0.488,NA,NA,3,"Liberal","Working Class","Middle Class","Deflator","Self-employed"
"4707","Conservative",50,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,0.343,0.67,NA,1,"Conservative","Middle Class",NA,NA,NA
"4708","Liberal",29,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,1,3,0,0.846,0.5,NA,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4709",NA,25,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","1984",6,0,0,1,1,2.125,0.83,NA,1,NA,"Working Class","Middle Class","Deflator","Lower-grade service"
"4710","NDP",43,"Low-skilled manual","Unskilled workers","Rent","Working Class","1984",6,0,0,2,1,1.048,0.67,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4711",NA,24,NA,NA,"Rent","Working Class","1984",6,0,0,1,0,0.861,NA,NA,1,NA,"Working Class",NA,NA,NA
"4712","Liberal",35,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,2,0,1.131,0.5,NA,2,"Liberal","Middle Class","Working Class","Inflator",NA
"4713","Conservative",42,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,3,0,2.263,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4714","Conservative",18,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,2,0,1.722,0.5,NA,2,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4715","Conservative",55,"Technicians","Lower-grade service","Own","Middle Class","1984",6,0,0,2,1,1.049,0.5,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4716","NDP",34,NA,NA,"Own",NA,"1984",6,0,0,2,0,0.944,0.5,NA,4,"NDP",NA,NA,NA,NA
"4717","Liberal",55,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,2,1,1.049,0.67,NA,2,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4718","Liberal",31,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,1,0,0.723,NA,NA,1,"Liberal","Middle Class","Middle Class","Concordant",NA
"4719","Conservative",51,"Technicians","Lower-grade service","Rent","Working Class","1984",6,0,0,2,1,1.13,0.5,NA,1,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4720",NA,30,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,1.255,0.17,NA,1,NA,"Working Class","Middle Class","Deflator",NA
"4721","Conservative",19,"Low-skilled service","Unskilled workers","Rent","Working Class","1984",6,0,0,2,1,1.455,0.33,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4722","NDP",30,"Skilled clerks","Skilled workers","Rent","Lower Class","1984",6,0,0,2,0,1.447,NA,NA,3,"NDP","Working Class","Middle Class","Deflator",NA
"4723","Liberal",44,"Skilled service","Skilled workers","Own","Upper-Middle Class","1984",6,0,0,3,1,2.261,NA,NA,1,"Liberal","Upper Class","Middle Class","Inflator",NA
"4724",NA,18,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,0,3,1,1.939,0.67,NA,2,NA,"Middle Class","Middle Class","Concordant",NA
"4725","Conservative",47,"Technicians","Lower-grade service","Own","Working Class","1984",6,0,0,3,1,1.13,NA,NA,3,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4726","NDP",35,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",6,0,0,3,1,1.696,NA,NA,3,"NDP","Upper Class","Upper Class","Concordant","Higher-grade service"
"4727","Conservative",46,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",6,0,1,3,1,1.13,0.67,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Self-employed"
"4728","Conservative",43,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.13,0.5,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4729","Liberal",20,"Lower-grade managers","Lower-grade service","Rent","Middle Class","1984",6,0,0,NA,1,1.455,0.5,NA,4,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4730","Liberal",36,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,2,0,0.984,NA,NA,3,"Liberal","Working Class","Middle Class","Deflator",NA
"4731","NDP",36,NA,NA,"Rent","Lower Class","1984",6,0,0,1,0,0.984,NA,NA,1,"NDP","Working Class",NA,NA,NA
"4732","NDP",40,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.13,NA,NA,1,"NDP","Middle Class","Working Class","Inflator",NA
"4733","Conservative",47,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,0.984,0.5,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4734","Conservative",37,"Lower-grade managers","Lower-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,0.565,0.67,NA,5,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4735","Liberal",29,"Technical experts","Higher-grade service","Rent","Working Class","1984",6,0,1,1,1,1.882,0.67,NA,5,"Liberal","Working Class","Upper Class","Deflator","Higher-grade service"
"4736","Other",22,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,1,0,2.299,0.5,NA,4,NA,"Middle Class","Middle Class","Concordant",NA
"4737","NDP",19,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,0,1,0,1.149,0.17,NA,4,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4738","Conservative",43,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,1.13,0.33,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4739","NDP",20,"Skilled service","Skilled workers","Rent","Upper-Middle Class","1984",6,0,0,3,1,1.455,0.5,NA,2,"NDP","Upper Class","Middle Class","Inflator",NA
"4740",NA,24,"Higher-grade managers","Higher-grade service","Rent","Upper-Middle Class","1984",6,0,1,3,0,2.874,0.33,NA,5,NA,"Upper Class","Upper Class","Concordant","Higher-grade service"
"4741","Liberal",38,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,0,2,0,0.492,0.5,NA,3,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4742","NDP",39,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,0.565,0.33,NA,5,"NDP","Upper Class","Upper Class","Concordant","Higher-grade service"
"4743","NDP",40,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.13,0.33,NA,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4744","NDP",39,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,0,2,1,1.13,0.17,NA,4,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4745","Conservative",36,"Lower-grade managers","Lower-grade service","Rent","Working Class","1984",6,0,0,2,1,1.696,NA,NA,1,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4746",NA,40,"Skilled service","Skilled workers","Rent","Upper Class","1984",6,0,0,1,0,0.492,NA,NA,1,NA,"Upper Class","Middle Class","Inflator",NA
"4747",NA,28,"Socio-cultural professionals","Higher-grade service","Rent","Middle Class","1984",6,0,1,2,0,0.723,0.5,NA,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4748","Liberal",33,"Socio-cultural professionals","Higher-grade service","Rent","Upper Class","1984",6,0,0,2,0,0.723,0.33,NA,4,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"4749",NA,44,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,2,0,0.984,NA,NA,4,NA,"Middle Class","Middle Class","Concordant",NA
"4750",NA,20,"Low-skilled manual","Unskilled workers","Rent","Middle Class","1984",6,0,0,1,1,0.97,NA,NA,1,NA,"Middle Class","Working Class","Inflator",NA
"4751","NDP",36,"Unskilled clerks","Unskilled workers","Rent","Working Class","1984",6,0,0,2,0,1.476,NA,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4752","NDP",37,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,0,2,1,0.565,0.33,NA,4,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4753",NA,36,NA,NA,"Rent","Working Class","1984",6,0,0,1,0,0.492,0.5,NA,1,NA,"Working Class",NA,NA,NA
"4754",NA,45,NA,NA,"Rent","Working Class","1984",6,0,0,1,1,1.696,NA,NA,3,NA,"Working Class",NA,NA,NA
"4755","Liberal",33,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.255,0.5,NA,4,"Liberal","Middle Class","Middle Class","Concordant",NA
"4756","Conservative",66,NA,NA,"Own","Working Class","1984",6,0,0,2,0,2.37,NA,NA,2,"Conservative","Working Class",NA,NA,NA
"4757","Liberal",NA,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,0,0.984,NA,NA,1,"Liberal","Working Class","Working Class","Concordant","Self-employed"
"4758","Conservative",38,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,3,1,1.13,0.83,NA,4,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4759","Conservative",60,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,3,0,2.37,0.67,NA,4,"Conservative","Middle Class","Middle Class","Concordant",NA
"4760","Conservative",39,NA,NA,"Rent","Middle Class","1984",6,0,0,3,0,0.984,0.5,NA,4,"Conservative","Middle Class",NA,NA,NA
"4761","Conservative",25,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,3,0,3.617,0.5,NA,4,"Conservative","Middle Class","Middle Class","Concordant",NA
"4762",NA,34,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,1,3,0,1.447,NA,NA,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4763",NA,NA,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,NA,0,1.58,NA,NA,5,NA,"Middle Class","Middle Class","Concordant","Lower-grade service"
"4764","Conservative",58,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,2.37,0.67,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4765","Conservative",30,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","1984",6,0,1,3,0,1.447,0.33,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4766","NDP",45,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,3,0,0.984,0.33,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4767","NDP",36,"Socio-cultural professionals","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,0,0.984,0.5,NA,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4768","Conservative",27,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,0,2,1,1.255,1,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4769","Other",47,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,1.13,1,NA,5,NA,"Upper Class","Upper Class","Concordant","Higher-grade service"
"4770","Conservative",23,"Technical experts","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,1,1.455,0.5,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4771","NDP",23,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,1,2,1,1.939,0.5,NA,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4772","Conservative",24,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,0,3,1,1.455,0.5,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4773",NA,31,"Unskilled clerks","Unskilled workers","Own","Working Class","1984",6,0,0,3,0,1.447,0.17,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4774","Liberal",44,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",6,0,1,3,0,0.492,0.5,NA,5,"Liberal","Upper Class","Upper Class","Concordant","Self-employed"
"4775","Liberal",44,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.696,0.5,NA,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4776","Conservative",41,NA,NA,"Own","Upper-Middle Class","1984",6,0,1,3,0,0.984,0.5,NA,5,"Conservative","Upper Class",NA,NA,NA
"4777","Conservative",19,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,0,2,1,1.455,0.5,NA,1,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4778","Conservative",29,NA,NA,"Own","Middle Class","1984",6,0,1,3,0,1.447,0.5,NA,5,"Conservative","Middle Class",NA,NA,NA
"4779",NA,57,NA,NA,"Own","Working Class","1984",6,0,0,2,0,2.37,NA,NA,1,NA,"Working Class",NA,NA,NA
"4780","Liberal",57,NA,NA,"Own","Working Class","1984",6,0,0,1,0,0.744,NA,NA,1,"Liberal","Working Class",NA,NA,NA
"4781","Conservative",56,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,1,1,0.488,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4782",NA,72,"Low-skilled manual","Unskilled workers","Rent","Working Class","1984",6,0,0,1,1,0.488,NA,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4783","Conservative",28,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,2.125,1,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4784","Conservative",63,"Low-skilled manual","Unskilled workers","Own","Middle Class","1984",6,0,0,1,1,0.976,1,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4785",NA,30,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,0.846,0.5,NA,1,NA,"Middle Class",NA,NA,NA
"4786","Liberal",48,"Low-skilled manual","Unskilled workers","Rent","Lower Class","1984",6,0,0,2,1,1.408,0,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4787","Conservative",79,NA,NA,"Own","Upper-Middle Class","1984",6,0,0,1,0,0.744,NA,NA,2,"Conservative","Upper Class",NA,NA,NA
"4788",NA,35,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,1,0,0.343,NA,NA,2,NA,"Working Class","Middle Class","Deflator",NA
"4789","Conservative",84,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,0,1,0,0.372,NA,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4790","Conservative",67,NA,NA,"Rent",NA,"1984",6,0,0,1,0,0.372,NA,NA,1,"Conservative",NA,NA,NA,NA
"4791","Conservative",54,"Lower-grade managers","Lower-grade service","Rent",NA,"1984",6,0,0,2,0,0.343,1,NA,4,"Conservative",NA,"Middle Class",NA,"Lower-grade service"
"4792",NA,42,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,2,0,1.029,NA,NA,1,NA,"Middle Class","Working Class","Inflator","Self-employed"
"4793","Conservative",36,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,3,0,1.029,NA,NA,5,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4794",NA,52,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.408,NA,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4795",NA,21,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,0,2,1,1.636,0.5,NA,3,NA,"Middle Class","Working Class","Inflator",NA
"4796","Liberal",58,"Skilled service","Skilled workers","Rent","Middle Class","1984",6,0,0,1,0,0.372,1,NA,1,"Liberal","Middle Class","Middle Class","Concordant",NA
"4797","Conservative",71,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,0.372,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4798","Conservative",60,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,1,0,0.602,NA,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4799","Conservative",28,"Self-employed","Self-employed","Rent","Middle Class","1984",6,0,0,2,1,1.907,0.5,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4800","Liberal",70,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,1.204,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4801","Conservative",44,"Technicians","Lower-grade service","Own","Working Class","1984",6,0,0,3,1,2.095,0.67,NA,1,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4802","NDP",35,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.048,NA,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4803","NDP",65,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,0,0.372,0.5,NA,2,"NDP","Working Class","Working Class","Concordant",NA
"4804","Liberal",29,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,1,2.125,0.5,NA,2,"Liberal","Working Class","Working Class","Concordant","Self-employed"
"4805","NDP",71,"Low-skilled manual","Unskilled workers","Own","Upper-Middle Class","1984",6,0,0,1,1,1.049,0.5,NA,1,"NDP","Upper Class","Working Class","Inflator",NA
"4806","NDP",29,"Socio-cultural professionals","Higher-grade service","Rent","Working Class","1984",6,0,1,3,0,1.416,0,NA,5,"NDP","Working Class","Upper Class","Deflator","Higher-grade service"
"4807","NDP",25,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.944,0.67,NA,2,"NDP","Working Class","Working Class","Concordant",NA
"4808","Conservative",42,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,3,1,1.048,0.5,NA,2,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4809","Conservative",68,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.049,0.5,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4810","Conservative",68,"Self-employed","Self-employed","Rent","Working Class","1984",6,0,0,1,1,0.976,0.5,NA,2,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4811","Conservative",81,"Self-employed","Self-employed","Own","Lower Class","1984",6,0,0,1,1,0.488,NA,NA,1,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4812","Conservative",57,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,1,0,0.372,0.5,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4813",NA,19,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,1,0,1.143,0.5,NA,3,NA,"Middle Class","Working Class","Inflator",NA
"4814","Conservative",77,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,1,0,0.372,NA,NA,1,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4815","Conservative",54,NA,NA,"Own","Upper-Middle Class","1984",6,0,0,3,0,0.686,1,NA,3,"Conservative","Upper Class",NA,NA,NA
"4816",NA,19,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,1.291,0.67,NA,1,NA,"Middle Class",NA,NA,NA
"4817","Conservative",31,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.907,NA,NA,3,"Conservative","Working Class","Working Class","Concordant",NA
"4818","Conservative",63,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,1,1,1.049,0.83,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4819","NDP",33,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.907,0.5,NA,2,"NDP","Working Class","Working Class","Concordant",NA
"4820",NA,48,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,2.619,NA,NA,1,NA,"Middle Class","Middle Class","Concordant",NA
"4821","Conservative",58,NA,NA,"Own","Working Class","1984",6,0,0,1,0,0.602,0.83,NA,1,"Conservative","Working Class",NA,NA,NA
"4822","Liberal",59,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,3,0,1.204,0.5,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4823","Conservative",78,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,1,1,1.049,NA,NA,1,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4824",NA,47,"Technicians","Lower-grade service","Own","Working Class","1984",6,0,0,3,0,1.697,NA,NA,1,NA,"Working Class","Middle Class","Deflator","Lower-grade service"
"4825",NA,37,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.048,NA,NA,2,NA,"Working Class","Middle Class","Deflator",NA
"4826","Conservative",68,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,1.204,0.5,NA,1,"Conservative","Middle Class",NA,NA,NA
